Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ET,Energy Transfer L.P.,14.42,$37.78B,1996,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/et
ETP^C,"Energy Transfer Operating, L.P.",23.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/etp^c
ETP^D,"Energy Transfer Operating, L.P.",24.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/etp^d
ETP^E,"Energy Transfer Operating, L.P.",25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/etp^e
ERF,Enerplus Corporation,7.45,$1.74B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/erf
ENS,Enersys,65.75,$2.82B,2004,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/ens
E,ENI S.p.A.,33.02,$60B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/e
ENLC,"EnLink Midstream, LLC",9.83,$4.79B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enlc
EBF,"Ennis, Inc.",19.14,$500.63M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/ebf
ENVA,"Enova International, Inc.",23.08,$777.42M,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/enva
NPO,EnPro Industries,64.46,$1.34B,n/a,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/npo
ESV,Ensco Rowan plc,7.79,$1.54B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/esv
ETM,Entercom Communications Corp.,6.01,$832.17M,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/etm
EAB,"Entergy Arkansas, LLC",25.35,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, LLC",25.25,n/a,2013,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eae
EAI,"Entergy Arkansas, LLC",25.39,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eai
ETR,Entergy Corporation,104.26,$20.68B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/etr
ELC,"Entergy Louisiana, Inc.",25.18,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elc
ELJ,"Entergy Louisiana, Inc.",25.76,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elj
ELU,"Entergy Louisiana, Inc.",24.95,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elu
EMP,"Entergy Mississippi, LLC",25.41,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/emp
ENJ,"Entergy New Orleans, LLC",25.14,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/enj
ENO,"Entergy New Orleans, LLC",26.4,n/a,2016,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/eno
EZT,Entergy Texas Inc,26.87,n/a,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ezt
EPD,Enterprise Products Partners L.P.,29.13,$63.75B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/epd
EVC,Entravision Communications Corporation,2.93,$250.27M,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/evc
ENV,"Envestnet, Inc",69.23,$3.59B,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/env
EVA,"Enviva Partners, LP",29.69,$993.33M,2015,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/eva
ENZ,"Enzo Biochem, Inc.",3.62,$172.16M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/enz
EOG,"EOG Resources, Inc.",92.37,$53.6B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eog
EPAM,"EPAM Systems, Inc.",174.08,$9.51B,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/epam
EPR,EPR Properties,77.72,$5.87B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/epr
EPR^C,EPR Properties,32.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,38.64,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/epr^e
EPR^G,EPR Properties,24.9016,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/epr^g
EQM,"EQM Midstream Partners, LP",44.48,$8.92B,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/eqm
EQT,EQT Corporation,15.23,$3.89B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eqt
EFX,"Equifax, Inc.",134.07,$16.2B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/efx
EQNR,Equinor ASA,20.25,$67.44B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/eqnr
ETRN,Equitrans Midstream Corporation,21.04,$5.37B,2018,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/etrn
EQC,Equity Commonwealth,33.17,$4.04B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,27.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqc^d
ELS,"Equity Lifestyle Properties, Inc.",122.1,$10.99B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/els
EQR,Equity Residential,78.03,$28.91B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",1.68,$22.71M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqs
ERA,"Era Group, Inc.",8.46,$187.99M,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/era
EROS,Eros International PLC,2.38,$175.2M,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/eros
ESE,ESCO Technologies Inc.,76.65,$1.99B,n/a,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/ese
ESNT,Essent Group Ltd.,47.51,$4.67B,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esnt
EPRT,"Essential Properties Realty Trust, Inc.",20.9,$1.21B,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eprt
ESS,"Essex Property Trust, Inc.",299.98,$19.71B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ess
EL,"Estee Lauder Companies, Inc. (The)",181.31,$39.76B,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/el
ETH,Ethan Allen Interiors Inc.,20.13,$535.05M,1993,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/eth
EURN,Euronav NV,8.99,$1.97B,2015,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/eurn
EEA,"European Equity Fund, Inc. (The)",8.65,$66.57M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eea
EB,"Eventbrite, Inc.",16.35,$592.55M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/eb
EVR,Evercore Inc.,88.43,$3.63B,2006,Finance,Investment Managers,https://www.nasdaq.com/symbol/evr
RE,"Everest Re Group, Ltd.",250.15,$10.19B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/re
EVRG,"Evergy, Inc.",61.24,$15.59B,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/evrg
EVRI,Everi Holdings Inc.,11.53,$819.93M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/evri
ES,Eversource Energy,77.4,$24.56B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/es
EVTC,"Evertec, Inc.",30.59,$2.21B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/evtc
EVH,"Evolent Health, Inc",8.41,$709.04M,2015,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/evh
AQUA,Evoqua Water Technologies Corp.,13.08,$1.49B,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aqua
XAN,Exantas Capital Corp.,11.08,$353.04M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/xan
XAN^C,Exantas Capital Corp.,26.2499,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/xan^c
EXC,Exelon Corporation,50.4,$48.94B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/exc
EXPR,"Express, Inc.",2.78,$186.99M,2010,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/expr
EXTN,Exterran Corporation,13.48,$489.69M,2015,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/extn
EXR,Extra Space Storage Inc,107.74,$13.73B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/exr
XOM,Exxon Mobil Corporation,77.69,$328.71B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/xom
FNB,F.N.B. Corporation,11.55,$3.75B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnb
FNB^E,F.N.B. Corporation,28.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnb^e
FN,Fabrinet,49.65,$1.83B,2010,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/fn
FDS,FactSet Research Systems Inc.,298.08,$11.4B,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fds
FICO,Fair Isaac Corporation,304.58,$8.83B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fico
SFUN,Fang Holdings Limited,0.721,$323.35M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/sfun
FPAC,Far Point Acquisition Corporation,10.27,$811.97M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fpac
FPAC.U,Far Point Acquisition Corporation,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/fpac.u
FPAC.WS,Far Point Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpac.ws
FTCH,Farfetch Limited,21.97,$6.69B,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ftch
FPI,Farmland Partners Inc.,6.8,$257.38M,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fpi
FPI^B,Farmland Partners Inc.,23.862,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpi^b
FSLY,"Fastly, Inc.",18.2,$1.65B,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/fsly
FBK,FB Financial Corporation,35.15,$1.08B,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fbk
FFG,"FBL Financial Group, Inc.",63.11,$1.56B,1996,Finance,Life Insurance,https://www.nasdaq.com/symbol/ffg
AGM,Federal Agricultural Mortgage Corporation,70.28,$751.89M,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/agm
AGM.A,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm.a
AGM^A,Federal Agricultural Mortgage Corporation,25.7059,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm^a
AGM^C,Federal Agricultural Mortgage Corporation,26.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm^c
AGM^D,Federal Agricultural Mortgage Corporation,25.4157,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agm^d
FRT,Federal Realty Investment Trust,133.82,$9.8B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/frt
FRT^C,Federal Realty Investment Trust,24.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frt^c
FSS,Federal Signal Corporation,25.98,$1.57B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/fss
FII,"Federated Investors, Inc.",32.19,$3.24B,1998,Finance,Investment Managers,https://www.nasdaq.com/symbol/fii
FMN,Federated Premier Municipal Income Fund,13.68,$157.28M,2002,n/a,n/a,https://www.nasdaq.com/symbol/fmn
FDX,FedEx Corporation,165.35,$43.09B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/fdx
RACE,Ferrari N.V.,162.21,$39.61B,2015,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/race
FGP,"Ferrellgas Partners, L.P.",0.9324,$90.59M,1994,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fgp
FOE,Ferro Corporation,15.35,$1.26B,n/a,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/foe
FG,FGL Holdings,8.2,$1.82B,2017,Finance,Life Insurance,https://www.nasdaq.com/symbol/fg
FG.WS,FGL Holdings,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fg.ws
FCAU,Fiat Chrysler Automobiles N.V.,13.9,$27.47B,2014,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/fcau
FNF,"Fidelity National Financial, Inc.",40.76,$11.2B,2014,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fnf
FIS,"Fidelity National Information Services, Inc.",122.7,$39.73B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fis
FMO,Fiduciary/Claymore Energy Infrastructure Fund,9.55,$338.46M,2004,n/a,n/a,https://www.nasdaq.com/symbol/fmo
FAF,First American Corporation (The),55.5,$6.22B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/faf
FBP,First BanCorp.,10.06,$2.19B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbp
FCF,First Commonwealth Financial Corporation,12.81,$1.26B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcf
FDC,First Data Corporation,27.33,$25.79B,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fdc
FHN,First Horizon National Corporation,14.35,$4.53B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fhn
FHN^A,First Horizon National Corporation,26.38,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhn^a
FR,"First Industrial Realty Trust, Inc.",36.9,$4.67B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fr
AG,First Majestic Silver Corp.,7.46,$1.49B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ag
FRC,FIRST REPUBLIC BANK,95.43,$15.96B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc
FRC^D,FIRST REPUBLIC BANK,25.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^d
FRC^F,FIRST REPUBLIC BANK,25.73,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^f
FRC^G,FIRST REPUBLIC BANK,25.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^g
FRC^H,FIRST REPUBLIC BANK,24.82,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^h
FRC^I,FIRST REPUBLIC BANK,25.36,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/frc^i
FFA,First Trust,15.44,$308.39M,2004,n/a,n/a,https://www.nasdaq.com/symbol/ffa
FMY,First Trust,13.9518,$58.78M,2005,n/a,n/a,https://www.nasdaq.com/symbol/fmy
FDEU,First Trust Dynamic Europe Equity Income Fund,14.1,$242.97M,2015,n/a,n/a,https://www.nasdaq.com/symbol/fdeu
FIF,First Trust Energy Infrastructure Fund,16.01,$280.98M,2011,n/a,n/a,https://www.nasdaq.com/symbol/fif
FSD,First Trust High Income Long Short Fund,14.78,$511.57M,2010,n/a,n/a,https://www.nasdaq.com/symbol/fsd
FPF,First Trust Intermediate Duration Preferred & Income Fund,22.68,$1.38B,2013,n/a,n/a,https://www.nasdaq.com/symbol/fpf
FEI           ,First Trust MLP and Energy Income Fund,11.92,$560.33M,2012,n/a,n/a,https://www.nasdaq.com/symbol/fei
FPL,First Trust New Opportunities MLP & Energy Fund,9.29,$238.75M,2014,n/a,n/a,https://www.nasdaq.com/symbol/fpl
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,8.855,$317.29M,2016,n/a,n/a,https://www.nasdaq.com/symbol/fiv
FCT,First Trust Senior Floating Rate Income Fund II,11.93,$318.49M,2004,n/a,n/a,https://www.nasdaq.com/symbol/fct
FGB,First Trust Specialty Finance and Financial Opportunities Fund,6.08,$87.27M,2007,n/a,n/a,https://www.nasdaq.com/symbol/fgb
FEO,First Trust/Aberdeen Emerging Opportunity Fund,14.0683,$71.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/feo
FAM,First Trust/Aberdeen Global Opportunity Income Fund,10.29,$131.39M,2006,n/a,n/a,https://www.nasdaq.com/symbol/fam
FE,FirstEnergy Corp.,43.68,$23.21B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/fe
FIT,"Fitbit, Inc.",4.48,$1.14B,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/fit
FPH,"Five Point Holdings, LLC",7,$481.39M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/fph
FVRR,Fiverr International Ltd.,27.75,$860.12M,2019,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fvrr
FBC,"Flagstar Bancorp, Inc.",32.08,$1.81B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fbc
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,24.83,$475.78M,2013,n/a,n/a,https://www.nasdaq.com/symbol/dfp
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,15.07,$169.07M,1991,n/a,n/a,https://www.nasdaq.com/symbol/pfd
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,11.46,$144.27M,1992,n/a,n/a,https://www.nasdaq.com/symbol/pfo
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,19.39,$858.88M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ffc
FLC,Flaherty & Crumrine Total Return Fund Inc,20.16,$200.76M,2003,n/a,n/a,https://www.nasdaq.com/symbol/flc
FLT,"FleetCor Technologies, Inc.",279.11,$24.06B,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/flt
FLNG,FLEX LNG Ltd.,12,n/a,2019,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/flng
FND,"Floor & Decor Holdings, Inc.",41.46,$4.07B,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fnd
FTK,"Flotek Industries, Inc.",3.46,$198.82M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ftk
FLO,"Flowers Foods, Inc.",23.53,$4.98B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/flo
FLS,Flowserve Corporation,50.46,$6.62B,n/a,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/fls
FLR,Fluor Corporation,32.06,$4.49B,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/flr
FLY,Fly Leasing Limited,16.93,$549.42M,2007,n/a,n/a,https://www.nasdaq.com/symbol/fly
FMC,FMC Corporation,82.6,$10.87B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/fmc
FMX,Fomento Economico Mexicano S.A.B. de C.V.,96.9,$173.37B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fmx
FL,"Foot Locker, Inc.",42.27,$4.64B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/fl
F,Ford Motor Company,9.99,$39.86B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/f
F^B,Ford Motor Company,25.64,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/f^b
FELP,Foresight Energy LP,0.76,$110.88M,2014,Energy,Coal Mining,https://www.nasdaq.com/symbol/felp
FOR,Forestar Group Inc,18.52,$777.1M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/for
FTS,Fortis Inc.,40,$17.29B,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/fts
FTV,Fortive Corporation,80.42,$26.95B,2016,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ftv
FTV^A,Fortive Corporation,1018.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftv^a
FTAI,Fortress Transportation and Infrastructure Investors LLC,14.61,$1.24B,2015,n/a,n/a,https://www.nasdaq.com/symbol/ftai
FSM,Fortuna Silver Mines Inc.,2.94,$470.91M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/fsm
FBHS,"Fortune Brands Home & Security, Inc.",55.04,$7.7B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/fbhs
FET,"Forum Energy Technologies, Inc.",3.45,$379.19M,2012,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fet
FBM,"Foundation Building Materials, Inc.",16.21,$696.83M,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fbm
FCPT,"Four Corners Property Trust, Inc.",28.32,$1.94B,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fcpt
FEDU,Four Seasons Education (Cayman) Inc.,1.86,$92.88M,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/fedu
FNV,Franco-Nevada Corporation,83.68,$15.67B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/fnv
FC,Franklin Covey Company,30.87,$431.06M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/fc
FSB,"Franklin Financial Network, Inc.",27.02,$397.98M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/fsb
BEN,"Franklin Resources, Inc.",34.24,$17.38B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ben
FT,Franklin Universal Trust,7.25,$182.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ft
FI,Frank&#39;s International N.V.,5.47,$1.23B,2013,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/fi
FCX,"Freeport-McMoran, Inc.",11.34,$16.45B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/fcx
FMS,Fresenius Medical Care Corporation,39.9,$24.36B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/fms
FDP,"Fresh Del Monte Produce, Inc.",27.21,$1.32B,1997,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/fdp
RESI,Front Yard Residential Corporation,12.19,$653.75M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/resi
FRO,Frontline Ltd.,8.35,$1.42B,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/fro
FSK,FS KKR Capital Corp.,5.99,$3.13B,2014,n/a,n/a,https://www.nasdaq.com/symbol/fsk
FCN,"FTI Consulting, Inc.",84.47,$3.21B,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/fcn
FTSI,"FTS International, Inc.",6.26,$687.68M,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ftsi
FF,FutureFuel Corp.,11.37,$497.36M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ff
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",5.08,$95.29M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gcv
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.6353,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gcv^b
GAB,"Gabelli Equity Trust, Inc. (The)",6.2,$1.57B,1986,n/a,n/a,https://www.nasdaq.com/symbol/gab
GAB^D,"Gabelli Equity Trust, Inc. (The)",25.9866,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^d
GAB^G,"Gabelli Equity Trust, Inc. (The)",24.6963,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^g
GAB^H,"Gabelli Equity Trust, Inc. (The)",24.855,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^h
GAB^J,"Gabelli Equity Trust, Inc. (The)",26.0375,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^j
